1230,400,1639,376,1644,461,1235,485,HAMBU
1362,485,1452,481,1453,511,1363,515,SOLD
1649,469,1851,457,1853,488,1651,500,MILLION
1460,480,1574,476,1575,503,1461,507,OVER
1288,491,1363,489,1363,514,1289,516,HAVE
1786,512,1865,508,1866,535,1788,539,MOTEL
1467,357,1551,350,1552,365,1468,372,SERVICE
1556,347,1637,341,1638,359,1557,365,SYSTEM
1356,274,1782,256,1785,318,1359,336,CDONAID'S
1375,366,1459,360,1460,373,1376,379,SPEEDEE
1481,382,1856,362,1860,447,1486,467,ROGERS
